"Region","District","District.No.","School.Name","School.No.","NCES.School.No.","Principal","School.Type","Grade.Level","Categories","County","Status","address","Address.1.City","Address.1.State","Address.1.Zipcode","Address.2.Composite","Phone.1","Phone.2","Fax.1","Email.Address","STATEFP","SLDLST","GEOID","GEOIDFQ","NAMELSAD","LSAD","LSY","MTFCC","FUNCSTAT","ALAND","AWATER","INTPTLAT","INTPTLON"
"Mid Cumberland","Williamson County Private Schools",9940,"Battle Ground Academy",9006,NA,"Will Kessler","Private","PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category III - Approved by regional private school accrediting agency","Williamson","Active","336 Ernest Rice Lane
 Franklin, TN 37069","Franklin","TN","37069","P.O. Box 1889 Lane
 Franklin, TN 37069","615-567-8377",NA,"615-790-3933","will.kesler@mybga.org","47","061","47061","620L900US47061","State House District 61","LL","2024","G5220","N",230134800,1848499,"+35.9944500","-086.8668158"
"Upper Cumberland","Putnam County",710,"Baxter Primary",17,4.70348e+11,"Mrs. Marsha Wyatt","Public","PK, K, 1","","Putnam","Active","125 Elmore Town Road
 Baxter, TN 38544","Baxter","TN","38544","125 Elmore Town Road
 Baxter, TN 38544","931-858-3110",NA,"931-858-4644","mwyatt@pcsstn.com","47","042","47042","620L900US47042","State House District 42","LL","2024","G5220","N",694817936,2997540,"+36.1506277","-085.5921948"
"Southwest","Memphis-Shelby County Schools",792,"Beacon College Preparatory",8338,4.70015e+11,"Cordette Hubbard","Public Charter","K, 1, 2, 3, 4, 5","","Shelby","Active","5130 Raleigh Lagrange Road
 Memphis, TN 38134","Memphis","TN","38134","","901-853-0965",NA,"","chubbard@beaconcollegeprep.org","47","098","47098","620L900US47098","State House District 98","LL","2024","G5220","N",70898296,351465,"+35.1970852","-089.7764546"
"East Tennessee","Knox County",470,"Bearden Elementary",12,4.70222e+11,"Porscha Harris","Public","K, 1, 2, 3, 4, 5","","Knox","Active","5717  Kingston  Pike
 Knoxville, TN 37919","Knoxville","TN","37919","","865-909-9000",NA,"865-909-9007","porscha.harris@knoxschools.org","47","090","47090","620L900US47090","State House District 90","LL","2024","G5220","N",71966071,15962,"+35.9802178","-083.9773885"
"East Tennessee","Knox County",470,"Beaumont Elementary/Magnet",22,4.70222e+11,"Cindy Sanford","Public","K, 1, 2, 3, 4, 5","","Knox","Active","1211  Beaumont  Avenue
 Knoxville, TN 37921","Knoxville","TN","37921","","865-594-1272",NA,"865-594-1375","cindy.sanford@knoxschools.org","47","015","47015","620L900US47015","State House District 15","LL","2024","G5220","N",75485603,3252253,"+35.9709327","-083.8938868"
"South Central","Tullahoma",162,"Bel Aire Elementary",5,4.7042e+11,"Clint Epley","Public","K, 1, 2, 3, 4, 5","","Coffee","Active","504 Stone Blvd
 Tullahoma, TN 37388","Tullahoma","TN","37388","","931-454-2610",NA,"931-454-2656","Clint.epley@tcsedu.net","47","047","47047","620L900US47047","State House District 47","LL","2024","G5220","N",2044556199,16234901,"+35.4468744","-085.9202496"
"Southwest","Memphis-Shelby County Schools",792,"Believe Memphis Academy Charter School",8350,4.70015e+11,"Matt Cowan","Public Charter","K, 1, 2, 3, 4, 5, 6, 7, 8","","Shelby","Active","2230 Corry Road
 Memphis, TN 38106","Memphis","TN","38106","","901-881-7970",NA,"901-205-0484","mcowan@believememphisacademy.org","47","091","47091","620L900US47091","State House District 91","LL","2024","G5220","N",70958141,0,"+35.0945351","-090.0107775"
"Southwest","Memphis-Shelby County Schools",792,"Belle Forest Community School",300,4.70015e+11,"Erron Henderson","Public","PK, K, 1, 2, 3, 4, 5","","Shelby","Active","3135 Ridgeway
 Memphis, TN 38115-2734","Memphis","TN","38115-2734","","901-416-7200",NA,"901-416-7198","hendersoned@scsk12.org","47","084","47084","620L900US47084","State House District 84","LL","2024","G5220","N",83636413,185510,"+35.0290433","-089.9034182"
"East Tennessee","Knox County",470,"Belle Morris Elementary",24,4.70222e+11,"David Guyer","Public","PK, K, 1, 2, 3, 4, 5","","Knox","Active","2308  Washington  Pike
 Knoxville, TN 37917","Knoxville","TN","37917","","865-594-1277",NA,"865-594-1125","david.guyer@knoxschools.org","47","090","47090","620L900US47090","State House District 90","LL","2024","G5220","N",71966071,15962,"+35.9802178","-083.9773885"
"Mid Cumberland","Davidson County",190,"Bellshire Elementary",45,4.70318e+11,"Dr. Donald Black","Public","PK, K, 1, 2, 3, 4, 5","","Davidson","Active","1128 Bell Grimes Lane
 Nashville, TN 37207","Nashville","TN","37207","","615-860-1452",NA,"","donald.black2@mnps.org","47","054","47054","620L900US47054","State House District 54","LL","2024","G5220","N",158447101,1596475,"+36.2498453","-086.8137417"
"Southeast Tennessee","Hamilton County Private Schools",9330,"Belvoir Christian Academy",9090,NA,"David Topp","Private","K, 1, 2, 3, 4, 5, 6, 7, 8","Category II - Approved by private school accrediting agency, Category III - Approved by regional private school accrediting agency","Hamilton","Active","800 Belvoir Avenue
 Chattanooga, TN 37412","Chattanooga","TN","37412","800 Belvoir Avenue
 Chattanooga, TN 37412","423-622-3755",NA,"","dtopp@bcalions.org","47","030","47030","620L900US47030","State House District 30","LL","2024","G5220","N",147195823,133029,"+35.0072235","-085.1153046"
"Mid Cumberland","Sumner County",830,"Benny C. Bills Elementary School",104,4.70402e+11,"Amy Rogers","Public","PK, K, 1, 2, 3, 4, 5","","Sumner","Active","1030 Union School Road
 Gallatin, TN 37066","Gallatin","TN","37066","","615-451-6577",NA,"615-451-6575","amy.rogers@sumnerschools.org","47","035","47035","620L900US47035","State House District 35","LL","2024","G5220","N",585322617,28118703,"+36.3904140","-086.2672732"
"East Tennessee","Knox County Private Schools",9470,"Berean Christian School",9011,NA,"Jon Farra,Terri Lakin, Mark Little","Private","PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category III - Approved by regional private school accrediting agency, Category II - Approved by private school accrediting agency","Knox","Active","2329 Prosser Road
 Knoxville, TN 37914","Knoxville","TN","37914","","865-521-6054",NA,"888-788-1465","jonfarra@berean.me","47","015","47015","620L900US47015","State House District 15","LL","2024","G5220","N",75485603,3252253,"+35.9709327","-083.8938868"
"Southeast Tennessee","Hamilton County",330,"Bess T Shepherd Elementary School",17,4.70159e+11,"Dr. Sarah Lane","Public","K, 1, 2, 3, 4, 5","","Hamilton","Active","7126  Tyner  Road
 Chattanooga, TN 37421","Chattanooga","TN","37421","","423-855-2611",NA,"423-855-2668","Lane_S@hcde.org","47","029","47029","620L900US47029","State House District 29","LL","2024","G5220","N",360985605,28453623,"+35.1925937","-085.0562331"
"Southwest","Memphis-Shelby County Schools",792,"Bethel Grove Elementary",2050,4.70015e+11,"Craig McKee","Public","PK, K, 1, 2, 3, 4, 5","","Shelby","Active","2459 Arlington Ave
 Memphis, TN 38114-4221","Memphis","TN","38114-4221","","901-416-5012",NA,"901-416-5005","mckeec@scsk12.org","47","093","47093","620L900US47093","State House District 93","LL","2024","G5220","N",53642184,0,"+35.1596028","-089.9534558"
"Southwest","McNairy County",550,"Bethel Springs Elementary",15,4.70288e+11,"Terry Moore","Public","P4, K, 1, 2, 3, 4, 5, 6, 7, 8","","McNairy","Active","4733 Main
 Bethel Springs, TN 38315","Bethel Springs","TN","38315","P. O. Box 38
 Bethel Springs, TN 38315","731-934-7288",NA,"","mooret@mcnairy.org","47","094","47094","620L900US47094","State House District 94","LL","2024","G5220","N",3502304525,7779285,"+35.0991595","-089.3093585"
"Mid Cumberland","Sumner County",830,"Bethpage Elementary",10,4.70402e+11,"Kristi Manning","Public","K, 1, 2, 3, 4, 5","","Sumner","Active","420 Old Highway 31 E
 Bethpage, TN 37022","Bethpage","TN","37022","","615-841-3212",NA,"615-841-3998","kristi.manning@sumnerschools.org","47","035","47035","620L900US47035","State House District 35","LL","2024","G5220","N",585322617,28118703,"+36.3904140","-086.2672732"
"Mid Cumberland","Murfreesboro",751,"Black Fox Elementary",7,4.70315e+11,"Tiffany Strevel","Public","K, 1, 2, 3, 4, 5, 6","","Rutherford","Active","1753 South Rutherford Boulevard
 Murfreesboro, TN 37130","Murfreesboro","TN","37130","","615-893-6395",NA,"615-893-0121","tiffany.strevel@cityschools.net","47","048","47048","620L900US47048","State House District 48","LL","2024","G5220","N",686110547,224557,"+35.8125196","-086.2934783"
"Southeast Tennessee","Bradley County",60,"Black Fox Elementary School",10,4.70033e+11,"Chris Green","Public","P3, P4, K, 1, 2, 3, 4, 5","","Bradley","Active","3119 Varnell Road
 Cleveland, TN 37311","Cleveland","TN","37311","3119 Sw Varnell Road
 Cleveland, TN 37311","423-478-8800",NA,"423-478-8850","cgreen@bradleyschools.org","47","022","47022","620L900US47022","State House District 22","LL","2024","G5220","N",2254410501,82467349,"+35.2163632","-084.6750288"
"Mid Cumberland","Rutherford County",750,"Blackman Elementary School",1,4.70369e+11,"Lorie Gober","Public","K, 1, 2, 3, 4, 5","","Rutherford","Active","586 Fortress Boulevard
 Murfreesboro, TN 37128","Murfreesboro","TN","37128","","615-904-3795",NA,"615-904-3796","goberl@rcschools.net","47","013","47013","620L900US47013","State House District 13","LL","2024","G5220","N",313690545,1293708,"+35.8527568","-086.5739998"
"South Central","Lincoln County",520,"Blanche School",12,4.70249e+11,"Garth Garris","Public","PS, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","","Lincoln","Active","1491 Ardmore Highway
 Taft, TN 38488","Taft","TN","38488","","931-425-6141",NA,"","ggarris@lcdoe.org","47","070","47070","620L900US47070","State House District 70","LL","2024","G5220","N",3333662205,1608701,"+35.1535527","-087.0422799"
"First Tennessee","Sullivan County",820,"Bluff City Elementary",35,4.70399e+11,"Hank Hare","Public","K, 1, 2, 3, 4, 5","","Sullivan","Active","282 Maple Drive
 Bluff City, TN 37618","Bluff City","TN","37618","P O Box 280 Drive
 Bluff City, TN 37618","423-354-1825",NA,"423-354-1831","franklyn.hare@sullivank12.net","47","003","47003","620L900US47003","State House District 3","LL","2024","G5220","N",1736667119,48486035,"+36.4807033","-081.9369674"
"Southeast Tennessee","Cleveland",61,"Blythe-Bower Elementary",12,4.70069e+11,"Dr. Joel Barnes","Public","PK, K, 1, 2, 3, 4, 5","","Bradley","Active","604 20th  St SE
 Cleveland, TN 37311","Cleveland","TN","37311","","423-479-5121",NA,"423-472-2459","jbarnes@clevelandschools.org","47","024","47024","620L900US47024","State House District 24","LL","2024","G5220","N",228099043,137071,"+35.1738860","-084.9082038"
"Upper Cumberland","Warren County",890,"Bobby Ray Memorial",63,4.70435e+11,"Monti Hillis","Public","P4, K, 1, 2, 3, 4, 5","","Warren","Active","504 North Chancery Street
 McMinnville, TN 37110","McMinnville","TN","37110","","931-473-9006",NA,"931-506-5245","montihillis@warrenschools.com","47","043","47043","620L900US47043","State House District 43","LL","2024","G5220","N",2096211277,10638251,"+35.7961701","-085.6296824"
"Southwest","Hardeman County Schools",350,"Bolivar Elementary",5,4.70165e+11,"Ginger Crowe","Public","PK, K, 1, 2, 3, 4, 5","","Hardeman","Active","445  Nuckolls  Road
 Bolivar, TN 38008","Bolivar","TN","38008","","731-658-3981",NA,"731-658-2641","croweg@hcsedu.org","47","080","47080","620L900US47080","State House District 80","LL","2024","G5220","N",2310259997,5874258,"+35.3105406","-089.0290715"
"Upper Cumberland","White County",930,"Bon De Croft Elementary",10,4.7045e+11,"Sara Cope","Public","PK, K, 1, 2, 3, 4, 5","","White","Active","8095 Crossville Highway
 Sparta, TN 38583-3102","Sparta","TN","38583-3102","","931-935-2359",NA,"931-935-2399","sara.cope@whitecoschools.net","47","043","47043","620L900US47043","State House District 43","LL","2024","G5220","N",2096211277,10638251,"+35.7961701","-085.6296824"
"Southwest","Bartlett",794,"Bon Lin Elementary School",30,4.70015e+11,"Thomas McClellan","Public","K, 1, 2, 3, 4, 5","","Shelby","Active","3940 Germantown Road
 Bartlett, TN 38134","Bartlett","TN","38134","","901-937-2344",NA,"901-937-3387","tmcclellan@bartlettschools.org","47","099","47099","620L900US47099","State House District 99","LL","2024","G5220","N",425144746,1470666,"+35.3063766","-089.7586149"
"East Tennessee","Knox County",470,"Bonny Kate Elementary",20,4.70222e+11,"Rocky Riley","Public","PK, K, 1, 2, 3, 4, 5","","Knox","Active","7608 Martin Mill Pike
 Knoxville, TN 37920","Knoxville","TN","37920","","865-579-2108",NA,"865-579-8256","rocky.riley@knoxschools.org","47","015","47015","620L900US47015","State House District 15","LL","2024","G5220","N",75485603,3252253,"+35.9709327","-083.8938868"
"First Tennessee","Washington County",900,"Boones Creek Elementary School",20,4.70438e+11,"Jordan Littleton","Public","PK, K, 1, 2, 3, 4, 5, 6, 7, 8","","Washington","Active","132 Highland Church Road
 Johnson City, TN 37615","Johnson City","TN","37615","","423-283-3500",NA,"423-283-3510","littletonj@wcde.org","47","006","47006","620L900US47006","State House District 6","LL","2024","G5220","N",409170990,6551151,"+36.3487407","-082.5145393"
"Southwest","Memphis-Shelby County Private Schools",9792,"Bornblum Jewish Community School",9305,NA,"Dan Weiss","Private","K, 1, 2, 3, 4, 5, 6, 7, 8","Category III - Approved by regional private school accrediting agency","Shelby","Active","6641 Humphreys Boulevard
 Memphis, TN 38120","Memphis","TN","38120","","901-747-2665",NA,"","dweiss@bornblum.org","47","097","47097","620L900US47097","State House District 97","LL","2024","G5220","N",89970046,81370,"+35.1318526","-089.8671224"
"East Tennessee","Roane County",730,"Bowers Elementary",28,4.70359e+11,"Alisha Thompson","Public","K, 1, 2, 3, 4, 5","","Roane","Active","120 Breazeale Street
 Harriman, TN 37748","Harriman","TN","37748","","865-882-1185",NA,"865-882-3203","athompson@roaneschools.com","47","032","47032","620L900US47032","State House District 32","LL","2024","G5220","N",1004140988,98257782,"+35.8454125","-084.4998616"
"Southwest","Memphis-Shelby County Private Schools",9792,"Bowie Reading and Learning Center",9706,NA,"Sherri Jo Bowie Spain","Private","PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category III - Approved by regional private school accrediting agency","Shelby","Active","2550 Ridgeway Road
 Memphis, TN 38119","Memphis","TN","38119","","901-474-1081",NA,"","sjbspain@gmail.com","47","083","47083","620L900US47083","State House District 83","LL","2024","G5220","N",89102744,335745,"+35.0815848","-089.7955070"
"Southeast Tennessee","Hamilton County Private Schools",9330,"Boyd-Buchanan School",9025,NA,"Renee Murley","Private","PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category III - Approved by regional private school accrediting agency","Hamilton","Active","4650 Buccaneer Trail
 Chattanooga, TN 37411","Chattanooga","TN","37411","4626 Bonnieway Drive
 Chattanooga, TN 37411","423-622-6177",NA,"","rmurley@bbschool.org","47","028","47028","620L900US47028","State House District 28","LL","2024","G5220","N",117682635,6804021,"+35.0527871","-085.2516672"
"Southeast Tennessee","Hamilton County Private Schools",9330,"Brainerd Baptist School",9030,NA,"Sean M. Corcoran","Private","P3, P4, PK, K, 1, 2, 3, 4, 5","Category III - Approved by regional private school accrediting agency","Hamilton","Active","4107 Mayfair Avenue
 Chattanooga, TN 37411","Chattanooga","TN","37411","","423-622-3873",NA,"423-624-5164","scorcoran@brainerdbaptist.org","47","030","47030","620L900US47030","State House District 30","LL","2024","G5220","N",147195823,133029,"+35.0072235","-085.1153046"
"Southwest","Memphis-Shelby County Private Schools",9792,"Breath of Life Preparatory Preschool",9884,NA,"Kenya Love","Private","PK, K, 1, 2, 3","Category II - Approved by private school accrediting agency, Category IV - Church Related Schools","Shelby","Active","3795 Frayser Raleigh Road
 Memphis, TN 38135","Memphis","TN","38135","PO BOX 281394
 Memphis, TN 38168","901-383-5546",NA,"","klove@bol.academy","47","098","47098","620L900US47098","State House District 98","LL","2024","G5220","N",70898296,351465,"+35.1970852","-089.7764546"
"East Tennessee","Anderson County",10,"Briceville Elementary",10,4.70009e+11,"Travis Hutcheson","Public","PK, K, 1, 2, 3, 4, 5","","Anderson","Active","103 Slatestone Road
 Briceville, TN 37710","Briceville","TN","37710","","865-426-2289",NA,"865-426-6451","thutcheson@acs.ac","47","033","47033","620L900US47033","State House District 33","LL","2024","G5220","N",508706417,13916912,"+36.0708104","-084.1923973"
"East Tennessee","Knox County",470,"Brickey McCloud Elementary",25,4.70222e+11,"Susan Hutton","Public","PK, K, 1, 2, 3, 4, 5","","Knox","Active","1810 Dry Gap Pike
 Knoxville, TN 37918","Knoxville","TN","37918","","865-689-1499",NA,"865-689-0814","susan.hutton@knoxschools.org","47","016","47016","620L900US47016","State House District 16","LL","2024","G5220","N",150670626,3662,"+36.0652815","-083.9866763"
"First Tennessee","Cocke County",150,"Bridgeport Elementary",5,4.70075e+11,"April Cody","Public","K, 1, 2, 3, 4, 5, 6, 7, 8","","Cocke","Active","1935 Edwina Bridgeport Road
 Newport, TN 37821","Newport","TN","37821","","423-623-5780",NA,"423-623-3440","codya@cocke.k12.tn.us","47","011","47011","620L900US47011","State House District 11","LL","2024","G5220","N",1617397068,64137300,"+36.0008933","-083.1808193"
"South Central","Giles County Private Schools",9280,"Bright Beginnings Christian School",9300,NA,"Joyce Bomar","Private","PK, K, 1","Category IV - Church Related Schools","Giles","Active","1827 Mill Street
 Pulaski, TN 38478-4928","Pulaski","TN","38478-4928","","931-363-4144",NA,"931-424-6568","bbcppulaski2014@gmail.com","47","070","47070","620L900US47070","State House District 70","LL","2024","G5220","N",3333662205,1608701,"+35.1535527","-087.0422799"
