Region,District,District No.,School Name,School No.,NCES School No.,Principal,School Type,Grade Level,Categories,County,Status,address,Address 1 City,Address 1 State,Address 1 Zipcode,Address 2 Composite,Phone 1,Phone 2,Fax 1,Email Address
Upper Cumberland,White County,00930,Bon De Croft Elementary,0010,4.7045E+11,Sara Cope,Public,"PK, K, 1, 2, 3, 4, 5",,White,Active,"8095 Crossville Highway
 Sparta, TN 38583-3102",Sparta,TN,38583-3102,,931-935-2359,,931-935-2399,sara.cope@whitecoschools.net
Southwest,Bartlett,00794,Bon Lin Elementary School,0030,4.70015E+11,Thomas McClellan,Public,"K, 1, 2, 3, 4, 5",,Shelby,Active,"3940 Germantown Road
 Bartlett, TN 38134",Bartlett,TN,38134,,901-937-2344,,901-937-3387,tmcclellan@bartlettschools.org
East Tennessee,Knox County,00470,Bonny Kate Elementary,0020,4.70222E+11,Rocky Riley,Public,"PK, K, 1, 2, 3, 4, 5",,Knox,Active,"7608 Martin Mill Pike
 Knoxville, TN 37920",Knoxville,TN,37920,,865-579-2108,,865-579-8256,rocky.riley@knoxschools.org
First Tennessee,Washington County,00900,Boones Creek Elementary School,0020,4.70438E+11,Jordan Littleton,Public,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",,Washington,Active,"132 Highland Church Road
 Johnson City, TN 37615",Johnson City,TN,37615,,423-283-3500,,423-283-3510,littletonj@wcde.org
Southwest,Memphis-Shelby County Private Schools,09792,Bornblum Jewish Community School,9305,,Dan Weiss,Private,"K, 1, 2, 3, 4, 5, 6, 7, 8",Category III - Approved by regional private school accrediting agency,Shelby,Active,"6641 Humphreys Boulevard
 Memphis, TN 38120",Memphis,TN,38120,,901-747-2665,,,dweiss@bornblum.org
East Tennessee,Roane County,00730,Bowers Elementary,0028,4.70359E+11,Alisha Thompson,Public,"K, 1, 2, 3, 4, 5",,Roane,Active,"120 Breazeale Street
 Harriman, TN 37748",Harriman,TN,37748,,865-882-1185,,865-882-3203,athompson@roaneschools.com
Southwest,Memphis-Shelby County Private Schools,09792,Bowie Reading and Learning Center,9706,,Sherri Jo Bowie Spain,Private,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Category III - Approved by regional private school accrediting agency,Shelby,Active,"2550 Ridgeway Road
 Memphis, TN 38119",Memphis,TN,38119,,901-474-1081,,,sjbspain@gmail.com
Southeast Tennessee,Hamilton County Private Schools,09330,Boyd-Buchanan School,9025,,Renee Murley,Private,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Category III - Approved by regional private school accrediting agency,Hamilton,Active,"4650 Buccaneer Trail
 Chattanooga, TN 37411",Chattanooga,TN,37411,"4626 Bonnieway Drive
 Chattanooga, TN 37411",423-622-6177,,,rmurley@bbschool.org
Southeast Tennessee,Hamilton County Private Schools,09330,Brainerd Baptist School,9030,,Sean M. Corcoran,Private,"P3, P4, PK, K, 1, 2, 3, 4, 5",Category III - Approved by regional private school accrediting agency,Hamilton,Active,"4107 Mayfair Avenue
 Chattanooga, TN 37411",Chattanooga,TN,37411,,423-622-3873,,423-624-5164,scorcoran@brainerdbaptist.org
Southwest,Memphis-Shelby County Private Schools,09792,Breath of Life Preparatory Preschool,9884,,Kenya Love,Private,"PK, K, 1, 2, 3","Category II - Approved by private school accrediting agency, Category IV - Church Related Schools",Shelby,Active,"3795 Frayser Raleigh Road
 Memphis, TN 38135",Memphis,TN,38135,"PO BOX 281394
 Memphis, TN 38168",901-383-5546,,,klove@bol.academy
East Tennessee,Anderson County,00010,Briceville Elementary,0010,4.70009E+11,Travis Hutcheson,Public,"PK, K, 1, 2, 3, 4, 5",,Anderson,Active,"103 Slatestone Road
 Briceville, TN 37710",Briceville,TN,37710,,865-426-2289,,865-426-6451,thutcheson@acs.ac
East Tennessee,Knox County,00470,Brickey McCloud Elementary,0025,4.70222E+11,Susan Hutton,Public,"PK, K, 1, 2, 3, 4, 5",,Knox,Active,"1810 Dry Gap Pike
 Knoxville, TN 37918",Knoxville,TN,37918,,865-689-1499,,865-689-0814,susan.hutton@knoxschools.org
First Tennessee,Cocke County,00150,Bridgeport Elementary,0005,4.70075E+11,April Cody,Public,"K, 1, 2, 3, 4, 5, 6, 7, 8",,Cocke,Active,"1935 Edwina Bridgeport Road
 Newport, TN 37821",Newport,TN,37821,,423-623-5780,,423-623-3440,codya@cocke.k12.tn.us
South Central,Giles County Private Schools,09280,Bright Beginnings Christian School,9300,,Joyce Bomar,Private,"PK, K, 1",Category IV - Church Related Schools,Giles,Active,"1827 Mill Street
 Pulaski, TN 38478-4928",Pulaski,TN,38478-4928,,931-363-4144,,931-424-6568,bbcppulaski2014@gmail.com
Southwest,Tipton County,00840,Brighton Elementary,0007,4.70408E+11,Melanie Johnson,Public,"PK, K, 1, 2, 3, 4, 5",,Tipton,Active,"1201 Old Highway 51 South
 Brighton, TN 38011",Brighton,TN,38011,"P. O. Box 89
 Brighton, TN 38011",901-837-5860,,901-837-5879,mjohnson@tipton-county.com
Southwest,Memphis-Shelby County Private Schools,09792,Brinkley Heights Urban Academy,9415,,Tim Cox,Private,"P4, PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Category IV - Church Related Schools, Category III - Approved by regional private school accrediting agency",Shelby,Active,"3260 Macon Road
 Memphis, TN 38122",Memphis,TN,38122,,901-324-3022,,901-327-0986,pastortimis@att.net
South Central,Franklin County,00260,Broadview Elementary,0015,4.70129E+11,Amber Steele,Public,"PK, K, 1, 2, 3, 4, 5",,Franklin,Active,"4980  Lynchburg  Road
 Winchester, TN 37398",Winchester,TN,37398,,931-967-0132,,,amber.steele@fcstn.net
Mid Cumberland,Rutherford County,00750,Brown's Chapel Elementary School,0039,4.70369E+11,Christina Penny,Public,"P3, P4, K, 1, 2, 3, 4, 5",,Rutherford,Active,"6128 Baker Road
 Murfreesboro, TN 37129",Murfreesboro,TN,37129,,615-904-6755,,615-904-6756,pennyc@rcschools.net
Southwest,Memphis-Shelby County Schools,00792,Brownsville Road Elementary,2057,4.70015E+11,Velvet Jeter,Public,"K, 1, 2, 3, 4, 5",,Shelby,Active,"5292 Banbury Ave
 Memphis, TN 38135-8262",Memphis,TN,38135-8262,,901-416-4300,,901-416-4302,jetervb@scsk12.org
Southwest,Memphis-Shelby County Schools,00792,Bruce Elementary,2060,4.70015E+11,Lashanda Foster,Public,"PK, K, 1, 2, 3, 4, 5",,Shelby,Active,"581 S Bellevue Blvd
 Memphis, TN 38104-4528",Memphis,TN,38104-4528,,901-416-4495,,901-416-4494,belllj@scsk12.org
Southwest,Bartlett Private Schools,09794,Brunswick Day School,9020,,Marceia Ashe,Private,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Category I-SP - Special purpose schools,Shelby,Active,"2911 Brunswick Road
 Memphis, TN 38133",Memphis,TN,38133,,901-373-0931,,901-373-0994,marceia.ashe@uhsinc.com
First Tennessee,Hawkins County,00370,Bulls Gap School,0010,4.70174E+11,Sharon Southern,Public,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",,Hawkins,Active,"315  Allen  Drive
 Bulls Gap, TN 37711",Bulls Gap,TN,37711,,423-235-5201,,423-235-7687,sharon.southern@hck12.net
Upper Cumberland,Putnam County,00710,Burks Elementary,0025,4.70348E+11,Heather Tinch,Public,"PK, K, 1, 2, 3, 4, 5, 6",,Putnam,Active,"300 Crossville Street
 Monterey, TN 38574",Monterey,TN,38574,,931-839-7641,,931-839-6683,tinchh@pcsstn.com
Mid Cumberland,Dickson County Private Schools,09220,Burns Christian Academy,9758,,Linda Chapman,Private,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Category IV - Church Related Schools,Dickson,Active,"2035 Highway 96
 Dickson, TN 37029-6119",Dickson,TN,37029-6119,,615-513-4709,,,Lchapman@BurnsChristianAcademy.com
Mid Cumberland,Lebanon,00951,Byars Dowdy Elementary,0005,4.70237E+11,Aaron Tomlinson,Public,"PK, K, 1, 2, 3, 4, 5",,Wilson,Active,"904 Hickory  Ridge Road
 Lebanon, TN 37087",Lebanon,TN,37087,,615-444-6651,,615-443-0212,aaron.tomlinson@lssd.org
Mid Cumberland,Montgomery County,00630,Byrns Darden Elementary,0015,4.70303E+11,Ashlie Perry,Public,"PK, K, 1, 2, 3, 4, 5",,Montgomery,Active,"609 E Street
 Clarksville, TN 37042-4317",Clarksville,TN,37042-4317,,931-648-5615,,931-553-2089,ashlie.perry@cmcss.net
First Tennessee,Greeneville,00301,C Hal Henard Elementary,0008,4.7015E+11,Janet Ricker,Public,"PK, K, 1, 2, 3, 4, 5",,Greene,Active,"425  E  Vann Road
 Greeneville, TN 37743",Greeneville,TN,37743,,423-638-3511,,423-638-2900,rickerj@gcschools.net
Southwest,Memphis-Shelby County Private Schools,09792,Cadence Academy Preschool,9154,,Lisa Lucas,Private,"PK, K, 1",Category V - Acknowledged by TDOE for operation,Shelby,Active,"8200 Macon Road
 Cordova, TN 38018",Cordova,TN,38018,,901-758-8877,,,director.cordova@cadence-academy.com
Upper Cumberland,Sequatchie County Private Schools,09770,Cagle Community Church Home School,9042,,Stephanie Agee,Private,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Category IV - Church Related Schools,Sequatchie,Active,"34 Church Road
 Dunlap, TN 37327",Dunlap,TN,37327,,423-949-3242,,,steph4hig@yahoo.com
Southwest,Memphis-Shelby County Schools,00792,Caldwell-Guthrie,2067,4.70015E+11,Yvette Williams-Renfroe,Public,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",,Shelby,Active,"951 Chelsea Avenue
 Memphis, TN 38107",Memphis,TN,38107,,901-416-5300,,901-416-3222,williamsrenfroey@scsk12.org
East Tennessee,Roane County Private Schools,09730,"Calvary Baptist School, Kingston",9010,,Jaron Eagle,Private,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Category IV - Church Related Schools,Roane,Active,"900 Sturgess Street
 Kingston, TN 37763-2539",Kingston,TN,37763-2539,"P. O. Box 844
 Kingston, TN 37763",865-376-5850,,865-376-5850,brotherjaron@gmail.com
South Central,Maury County Private Schools,09600,Calvary Chapel Christian School,9944,,Randy Lemaster,Private,"K, 1, 2, 3, 4, 5",Category IV - Church Related Schools,Maury,Active,"1028 Nashville Highway
 Columbia, TN 38401",Columbia,TN,38401,,931-548-2133,,,randyl@cccstn.org
East Tennessee,Campbell County Private Schools,09070,Calvary Christian Academy,9022,,Norma L. Welch,Private,"K, 1, 2, 3, 4, 5, 6, 7, 8",Category IV - Church Related Schools,Campbell,Active,"2139 Jacksboro Pike
 La Follette, TN 37766-3003",La Follette,TN,37766-3003,,423-562-7267,,423-562-7263,curtisscarolina53@gmail.com
Southeast Tennessee,Hamilton County,00330,Calvin Donaldson Environmental Science Academy,0037,4.70159E+11,Cora Fisher,Public,"PK, K, 1, 2, 3, 4, 5",,Hamilton,Active,"927 West  37th Street
 Chattanooga, TN 37410",Chattanooga,TN,37410,,423-825-7337,,423-825-7335,fisher_cora@hcde.org
Northwest Tennessee,Benton County,00030,Camden Elementary,0020,4.70024E+11,Kristi Wilson,Public,"PK, K, 1, 2",,Benton,Active,"208  Washington  Avenue
 Camden, TN 38320",Camden,TN,38320,"208 Washington Avenue
 Camden, TN 38320",731-584-4918,,731-584-4147,kristi.wilson@bcos.org
Northwest Tennessee,Benton County Private Schools,09030,Camden United Christian Academy,9018,,Mark Kurtz,Private,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Category IV - Church Related Schools,Benton,Active,"178 Hummingbird Circle
 Camden, TN 38320-1674",Camden,TN,38320-1674,"126 Vicksburg Avenue
 Camden, TN 38320",731-584-6958,,,cucacougars93@gmail.com
Upper Cumberland,Putnam County,00710,Cane Creek Elementary,0030,4.70348E+11,Rhonda Mahan,Public,"PK, K, 1, 2, 3, 4",,Putnam,Active,"1500 West Jackson Street
 Cookeville, TN 38501",Cookeville,TN,38501,,931-520-1173,,931-520-1426,mahanr@pcsstn.com
Upper Cumberland,Cannon County,00080,Cannon County Elementary School,0017,4.70045E+11,Emily Hancock,Public,"PK, K, 1, 2, 3, 4, 5",,Cannon,Active,"530 West Adams Street
 Woodbury, TN 37190",Woodbury,TN,37190,,629-218-3201,,615-563-6153,cces@ccstn.net
Upper Cumberland,Cannon County,00080,Cannon North Elementary School,0018,4.70045E+11,Amanda Cooper,Public,"PK, K, 1, 2, 3, 4, 5",,Cannon,Active,"3714 Murfreesboro Road
 Readyville, TN 37149",Readyville,TN,37149,,629-218-3178,,615-563-1911,amanda.cooper@ccstn.net
Upper Cumberland,Putnam County,00710,Capshaw Elementary,0035,4.70348E+11,Renee Cantrell,Public,"PK, K, 1, 2, 3, 4",,Putnam,Active,"1 Cougar Lane
 Cookeville, TN 38501",Cookeville,TN,38501,,931-526-2414,,931-372-0383,cantrells7@pcsstn.com
Mid Cumberland,Montgomery County,00630,Carmel Elementary,0095,4.70303E+11,Melissa Johnson,Public,"PK, K, 1, 2, 3, 4, 5",,Montgomery,Active,"4925 Sango Road
 Clarksville, TN 37043-7210",Clarksville,TN,37043-7210,,931-802-5025,,931-802-5026,melissa.johnson@cmcss.net
Mid Cumberland,Wilson County,00950,Carroll Oakland Elementary,0005,4.70455E+11,Jason Dunn,Public,"P3, P4, K, 1, 2, 3, 4, 5, 6, 7, 8",,Wilson,Active,"4664 Hunters Point Pike
 Lebanon, TN 37087",Lebanon,TN,37087,,615-444-5208,,615-449-3914,dunnj@wcschools.com
East Tennessee,Knox County,00470,Carter Elementary,0030,4.70222E+11,Emily Jellicorse,Public,"PK, K, 1, 2, 3, 4, 5",,Knox,Active,"8455 Strawberry Plains Pike
 Knoxville, TN 37924",Knoxville,TN,37924,,865-933-4172,,865-932-8190,emily.jellicorse@knoxschools.org
Mid Cumberland,Davidson County,00190,Carter-Lawrence Elementary,0670,4.70318E+11,Dr. Sherleta Sanders,Public,"PK, K, 1, 2, 3, 4, 5",,Davidson,Active,"1118 12th Avenue South
 Nashville, TN 37203",Nashville,TN,37203,,615-291-7333,,615-291-6315,Sherleta.Sanders@mnps.org
First Tennessee,Hawkins County,00370,Carter's Valley Elementary,0015,4.70174E+11,Carrie Griffith,Public,"K, 1, 2, 3, 4",,Hawkins,Active,"1006  N  Central Avenue
 Church Hill, TN 37642",Church Hill,TN,37642,,423-357-7450,,423-357-5169,carrie.griffith@hck12.net
Upper Cumberland,Smith County,00800,Carthage Elementary,0005,4.70387E+11,Dave Silcox,Public,"PK, K, 1, 2, 3, 4",,Smith,Active,"149  Skyline  Drive
 Carthage, TN 37030",Carthage,TN,37030,,615-735-0433,,615-735-8256,dsilcox@smithcoedu.net
South Central,Bedford County,00020,Cartwright Elementary School,0008,4.70018E+11,Mrs. Whitney Yoes,Public,"PK, K, 1, 2, 3, 4, 5",,Bedford,Active,"1753 Fairfield Pike
 Shelbyville, TN 37160",Shelbyville,TN,37160,,931-684-3284,,931-685-0698,yoesw@bedfordk12tn.net
Mid Cumberland,Davidson County Private Schools,09190,Casa Dei Montessori,9443,,Amber Jennings,Private,"PK, K, 1, 2, 3, 4, 5, 6",Category V - Acknowledged by TDOE for operation,Davidson,Active,"7646 Hwy. 70 S.
 Nashville, TN 37221",Nashville,TN,37221,,615-673-8000,,,casadeimont@gmail.com
Mid Cumberland,Murfreesboro,00751,Cason Lane Academy,0015,4.70315E+11,Sonya Cox,Public,"PK, K, 1, 2, 3, 4, 5, 6",,Rutherford,Active,"1330 Cason Lane
 Murfreesboro, TN 37128",Murfreesboro,TN,37128,"Preschool Location
 930 Cason Lane
 Murfreesboro, TN 37128",615-898-7145,,615-898-7156,Sonya.cox@cityschools.net
Mid Cumberland,Lebanon,00951,Castle Heights Elementary,0040,4.70237E+11,Julie Benson,Public,"PK, K, 1, 2, 3, 4, 5",,Wilson,Active,"1007 Castle  Heights Avenue North
 Lebanon, TN 37087",Lebanon,TN,37087,,615-444-2483,,615-443-6314,julie.benson@lssd.org
East Tennessee,Sevier County,00780,Catlettsburg Elementary School,0013,4.70378E+11,Kim Conrad,Public,"PK, K, 1, 2, 3, 4, 5, 6",,Sevier,Active,"1409 Catlettsburg Road
 Sevierville, TN 37876",Sevierville,TN,37876,,865-428-2171,,865-428-2464,kimconrad@sevier.org
East Tennessee,Knox County,00470,Cedar Bluff Elementary,0040,4.70222E+11,Ashley Booher,Public,"PK, K, 1, 2, 3, 4, 5",,Knox,Active,"705 North Cedar Bluff Road
 Knoxville, TN 37923",Knoxville,TN,37923,,865-539-7721,,865-539-8667,ashley.booher@knoxschools.org
Mid Cumberland,Rutherford County,00750,Cedar Grove Elementary,0008,4.70369E+11,Paige Jorge,Public,"PK, K, 1, 2, 3, 4, 5",,Rutherford,Active,"354 Chaney Road
 Smyrna, TN 37167",Smyrna,TN,37167,,615-904-3777,,615-904-3760,jorgep@rcschools.net
East Tennessee,Knox County Private Schools,09470,Cedar Springs Weekday School,9172,,Karen Witcher,Private,,Category V - Acknowledged by TDOE for operation,Knox,Active,"9132 Kingston Pike
 Knoxville, TN 37923",Knoxville,TN,37923,,865-291-5252,,865-692-5505,karenwitcher@cspc.net
First Tennessee,Kingsport Private Schools,09822,Cedar View Christian School,9021,,Dr. Jim Fields,Private,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Category IV - Church Related Schools,Sullivan,Active,"1900 Flanders
 Kingsport, TN 37665",Kingsport,TN,37665,"P.O. Box 143
 Kingsport, TN 37662",423-245-6341,,423-245-9288,cvcsseahawks@aol.com
Upper Cumberland,Lebanon Private Schools,09951,Cedars Preparatory Academy,9075,,Mary Beard,Private,"PK, K, 1, 2, 3, 4, 5","Category IV - Church Related Schools, Category II - Approved by private school accrediting agency",Wilson,Active,"410 West Main Street
 Lebanon, TN 37087",Lebanon,TN,37087,,615-257-1394,,615-250-4962,mary.beard@pixierealty.com
Upper Cumberland,Clay County,00140,Celina K-8,0005,4.70066E+11,David Maxfield,Public,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",,Clay,Active,"1324 Mitchell Street
 Celina, TN 38551",Celina,TN,38551,"1324 Mitchell Street
 Celina, TN 38551",931-243-2391,,931-243-4428,dmaxfield@clayedu.com
Mid Cumberland,Dickson County,00220,Centennial Elementary,0008,4.70102E+11,Erica Logan,Public,"PK, K, 1, 2, 3, 4, 5",,Dickson,Active,"198  Upper  Lake Drive
 Dickson, TN 37055",Dickson,TN,37055,,615-446-0355,,615-446-8186,elogan@dcstn.org
First Tennessee,Johnson City Private Schools,09901,Central Baptist  Kindergarten,9065,,Tammy Lancaster,Private,K,Category I - Approved by TDOE,Washington,Active,"300 North Roan Street
 Johnson City, TN 37601",Johnson City,TN,37601,,423-926-3696,,423-232-2378,weeministries@cbcsite.org
Northwest Tennessee,Weakley County Private Schools,09920,Central Christian Academy,9700,,Keith Walker,Private,"P4, PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Category IV - Church Related Schools,Weakley,Active,"801 Harrison Road
 Martin, TN 38237",Martin,TN,38237,,731-587-9877,,731-587-5312,k.walker@ccamartin.org
East Tennessee,Morgan County,00650,Central Elementary,0010,4.70309E+11,Zandy Knox,Public,"PK, K, 1, 2, 3, 4",,Morgan,Active,"1315  Knoxville  Highway
 Wartburg, TN 37887",Wartburg,TN,37887,,423-346-6683,,423-346-5556,knoxz@mcsed.net
Southwest,Collierville Private Schools,09795,Central Learning Center,9702,,Deborah Pafford,Private,"PK, K",Category IV - Church Related Schools,Shelby,Active,"2005 East Winchester Boulevard
 Collierville, TN 38017",Collierville,TN,38017,,901-255-8133,,901-255-8235,clc@centralchurch.com
Mid Cumberland,Davidson County,00190,Chadwell Elementary,0105,4.70318E+11,Ms. Elnora Mitchell,Public,"PK, K, 1, 2, 3, 4, 5",,Davidson,Active,"321 Port Drive
 Madison, TN 37115",Madison,TN,37115,,615-860-1459,,,Elnora.mitchell@mnps.org
Mid Cumberland,Montgomery County Private Schools,09630,Chapel Hill Christian Academy,9825,,Sara Hendrix,Private,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8, 9","Category III - Approved by regional private school accrediting agency, Category II - Approved by private school accrediting agency",Montgomery,Active,"2001 Madison Street
 Clarksville, TN 37043",Clarksville,TN,37043,,931-553-3656,,,shendrix@chapelhillchristianacademy.com
South Central,Marshall County,00590,Chapel Hill Elementary,0007,4.70267E+11,Dawn Kirby,Public,"K, 1, 2, 3",,Marshall,Active,"415 S Horton Parkway
 Chapel Hill, TN 37034",Chapel Hill,TN,37034,,931-246-4255,,931-246-4252,dawn.kirby@mcstn.net
Mid Cumberland,Williamson County,00940,Chapman's Retreat Elementary,0023,4.70453E+11,Ms. Michelle Hummel,Public,"PK, K, 1, 2, 3, 4, 5",,Williamson,Active,"1000 Secluded Lane
 Spring Hill, TN 37174",Spring Hill,TN,37174,,615-472-4300,,615-472-4312,michelle.hummel@wcs.edu
Southwest,Tipton County,00840,Charger Academy,0014,4.70408E+11,Christy Ross,Public,"P3, P4, K, 1, 2, 3, 4, 5",,Tipton,Active,"760 Bert Johnston Avenue
 Covington, TN 38019",Covington,TN,38019,,901-476-1444,,901-475-2786,cross@tipton-county.com
Southeast Tennessee,Bradley County,00060,Charleston Elementary School,0030,4.70033E+11,Allison Bynum,Public,"P3, P4, K, 1, 2, 3, 4, 5",,Bradley,Active,"8797 Hiwassee Street
 Charleston, TN 37310",Charleston,TN,37310,"P.O. Box 435 Street
 Charleston, TN 37310",423-336-2232,,423-336-3692,abynum@bradleyschools.org
Mid Cumberland,Dickson County,00220,Charlotte Elementary,0007,4.70102E+11,Sara Cunningham,Public,"PK, K, 1, 2, 3, 4, 5",,Dickson,Active,"200  Humphries  Street
 Charlotte, TN 37036",Charlotte,TN,37036,,615-740-5803,,615-789-6388,scunningham@dcstn.org
Mid Cumberland,Davidson County,00190,Charlotte Park Elementary,0110,4.70318E+11,Julia Ellmore,Public,"PK, K, 1, 2, 3, 4, 5",,Davidson,Active,"480 Annex Avenue
 Nashville, TN 37209",Nashville,TN,37209,,615-353-2006,,,Julia.Ellmore@mnps.org
Southeast Tennessee,Hamilton County,00330,Chattanooga Charter School of Excellence,8003,4.70159E+11,Dr. Jennifer Huskins,Public Charter,"K, 1, 2, 3, 4, 5",,Hamilton,Active,"2029 East 23rd Street
 Chattanooga, TN 37404",Chattanooga,TN,37404,,423-710-1121,,423-402-8012,jhuskins@chattanoogacharter.com
Southeast Tennessee,Hamilton County Private Schools,09330,Chattanooga Christian School,9045,,Shonda Caines,Private,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Category III - Approved by regional private school accrediting agency,Hamilton,Active,"3354 Charger Drive
 Chattanooga, TN 37409-1265",Chattanooga,TN,37409-1265,"3354 Charger Drive
 Chattanooga, TN 37409",423-265-6411,,,scaines@ccsk12.com
Southeast Tennessee,Hamilton County,00330,Chattanooga School for the Arts and Sciences Lower,0047,4.70159E+11,Jesse Goins,Public,"K, 1, 2, 3, 4, 5",,Hamilton,Active,"865 East  3rd Street
 Chattanooga, TN 37403",Chattanooga,TN,37403,,423-498-6845,,423-209-5823,goins_jesse@hcde.org
